File,compound_names,mz,rt,into,Group,Sample
S2_1_20D.mzML,G,76,764.43876,61680736.18,S2,20D
S2_1_20D.mzML,H,156.1,720.84918,207726996.6,S2,20D
S2_1_20D.mzML,I/L,132.1,825.41076,54955791.44,S2,20D
S2_1_20D.mzML,K,147.1,825.14322,3478611073,S2,20D
S2_1_20D.mzML,M,150.1,822.46914,19840055.85,S2,20D
S2_1_20D.mzML,F,166.1,660.67944,26606128.16,S2,20D
S2_1_20D.mzML,P,116.1,674.31792,118005287.7,S2,20D
S2_1_20D.mzML,S,106.0477238,879.8223,141136176.5,S2,20D
S2_1_20D.mzML,T,120.1,767.64786,262912041.5,S2,20D
S2_1_20D.mzML,Y,182.1,704.00166,32925694.2,S2,20D
S2_1_20D.mzML,V,118.1,667.36494,1872838407,S2,20D
S2_2_10D.mzML,A,90.1,674.54418,86745671.3,S2,10D
S2_2_10D.mzML,R,175.1,676.1487,29166642.55,S2,10D
S2_2_10D.mzML,D,134,954.46806,108748675.2,S2,10D
S2_2_10D.mzML,Cystine,241,666.52158,4678.658402,S2,10D
S2_2_10D.mzML,E,148.1,849.79578,590766175.5,S2,10D
S2_2_10D.mzML,G,76,758.78172,70270028.55,S2,10D
S2_2_10D.mzML,H,156.1,660.9057,203795580.7,S2,10D
S2_2_10D.mzML,I/L,132.1,820.8234,55827661.88,S2,10D
S2_2_10D.mzML,K,147.1,821.62566,3707521018,S2,10D
S2_2_10D.mzML,M,150.1,849.79578,21458726.15,S2,10D
S2_2_10D.mzML,F,166.1,852.20268,28494538.2,S2,10D
S2_2_10D.mzML,P,116.1,666.25404,120478824.7,S2,10D
S2_2_10D.mzML,S,106.0478234,879.26364,334977482,S2,10D
S2_2_10D.mzML,T,120.1,763.32786,385079648.1,S2,10D
S2_2_10D.mzML,Y,182.1,700.75146,35998691.17,S2,10D
S2_2_10D.mzML,V,118.1,666.25404,2339690654,S2,10D
S2_2_20D.mzML,A,90.1,672.05838,59711276.55,S2,20D
S2_2_20D.mzML,R,175.1,760.84206,84996035.15,S2,20D
S2_2_20D.mzML,D,134,952.99254,35875092.72,S2,20D
S2_2_20D.mzML,Cystine,241,828.03594,18028.93003,S2,20D
S2_2_20D.mzML,E,148.1,826.43148,202545565.9,S2,20D
S2_2_20D.mzML,G,76,765.3882,33169856.5,S2,20D
S2_2_20D.mzML,H,156.1,670.4538,216545634.6,S2,20D
S2_2_20D.mzML,I/L,132.1,825.61224,45622020.48,S2,20D
S2_2_20D.mzML,K,147.1,826.16412,2240045084,S2,20D
S2_2_20D.mzML,M,150.1,826.43148,22244400.15,S2,20D
S2_2_20D.mzML,F,166.1,668.84928,29817286.51,S2,20D
S2_2_20D.mzML,P,116.1,668.84928,117029175.5,S2,20D
S2_2_20D.mzML,S,106.0538731,881.32374,111886082,S2,20D
S2_2_20D.mzML,T,120.1,769.66692,101946627.5,S2,20D
S2_2_20D.mzML,Y,182.1,705.75342,36135793.86,S2,20D
S2_2_20D.mzML,V,118.1,823.47282,1233993571,S2,20D
S2_3_10D.mzML,A,90.1,675.36546,126707084,S2,10D
S2_3_10D.mzML,R,175.1,675.63282,49409539.67,S2,10D
S2_3_10D.mzML,D,134,958.6128,126927947.4,S2,10D
S2_3_10D.mzML,Cystine,241,668.41242,20453.99894,S2,10D
S2_3_10D.mzML,E,148.1,849.0039,804285107.1,S2,10D
S2_3_10D.mzML,G,76,756.39396,84199960.45,S2,10D
S2_3_10D.mzML,H,156.1,817.64742,199995090.8,S2,10D
S2_3_10D.mzML,I/L,132.1,821.92614,62990707.5,S2,10D
S2_3_10D.mzML,K,147.1,822.7284,5850440432,S2,10D
S2_3_10D.mzML,M,150.1,849.5388,22691548.65,S2,10D
S2_3_10D.mzML,F,166.1,851.6985,28253764.09,S2,10D
S2_3_10D.mzML,P,116.1,666.80796,122419248.8,S2,10D
S2_3_10D.mzML,S,106.0492558,879.3144,495674579.4,S2,10D
S2_3_10D.mzML,T,120.1,760.9401,475135717.6,S2,10D
S2_3_10D.mzML,Y,182.1,700.23558,39435294.26,S2,10D
S2_3_10D.mzML,V,118.1,668.41242,4409430933,S2,10D
S2_3_20D.mzML,A,90.1,673.5501,76495006.76,S2,20D
S2_3_20D.mzML,R,175.1,676.49178,54627881.03,S2,20D
S2_3_20D.mzML,D,134,949.40778,59589911.86,S2,20D
S2_3_20D.mzML,Cystine,241,704.83836,8870.264858,S2,20D
S2_3_20D.mzML,E,148.1,825.4632,246400275,S2,20D
S2_3_20D.mzML,G,76,765.8103,56001801.84,S2,20D
S2_3_20D.mzML,H,156.1,674.08488,202752397.1,S2,20D
S2_3_20D.mzML,I/L,132.1,826.8003,50576901.68,S2,20D
S2_3_20D.mzML,K,147.1,825.4632,2777643314,S2,20D
S2_3_20D.mzML,M,150.1,823.59132,20567739.79,S2,20D
S2_3_20D.mzML,F,166.1,663.92286,27328700.14,S2,20D
S2_3_20D.mzML,P,116.1,666.86448,118901811.4,S2,20D
S2_3_20D.mzML,S,106.052496,879.61098,136995940.7,S2,20D
S2_3_20D.mzML,T,120.1,769.01928,127388084,S2,20D
S2_3_20D.mzML,Y,182.1,704.83836,34806948.36,S2,20D
S2_3_20D.mzML,V,118.1,663.38814,1264185924,S2,20D
S2_4_10D.mzML,A,90.1,674.6706,108315747.7,S2,10D
S2_4_10D.mzML,R,175.1,676.80984,41681075.9,S2,10D
S2_4_10D.mzML,D,134,951.10122,154853669.7,S2,10D
S2_4_10D.mzML,Cystine,241,661.03206,12836.4462,S2,10D
S2_4_10D.mzML,E,148.1,849.93504,681834758.8,S2,10D
S2_4_10D.mzML,G,76,753.29226,73104554.57,S2,10D
S2_4_10D.mzML,H,156.1,733.77048,199286247.9,S2,10D
S2_4_10D.mzML,I/L,132.1,819.8958,55701480.62,S2,10D
S2_4_10D.mzML,K,147.1,821.76768,5029334429,S2,10D
S2_4_10D.mzML,M,150.1,848.06304,22343305.03,S2,10D
S2_4_10D.mzML,F,166.1,854.48118,30379113.64,S2,10D
S2_4_10D.mzML,P,116.1,666.64794,119501435.5,S2,10D
S2_4_10D.mzML,S,106.0527559,879.1353,436983253.1,S2,10D
S2_4_10D.mzML,T,120.1,759.1755,164717861.7,S2,10D
S2_4_10D.mzML,Y,182.1,698.73846,42261658.42,S2,10D
S2_4_10D.mzML,V,118.1,821.76768,1278905192,S2,10D
S2_4_20D.mzML,A,90.1,675.44256,104081706.5,S2,20D
S2_4_20D.mzML,R,175.1,756.7386,197551079.6,S2,20D
S2_4_20D.mzML,D,134,952.59432,57966396.6,S2,20D
S2_4_20D.mzML,Cystine,241,827.62212,27853.55979,S2,20D
S2_4_20D.mzML,E,148.1,826.0176,350640609.2,S2,20D
S2_4_20D.mzML,G,76,762.8892,55373134.72,S2,20D
S2_4_20D.mzML,H,156.1,721.70646,214548692.6,S2,20D
S2_4_20D.mzML,I/L,132.1,825.75024,51835902.41,S2,20D
S2_4_20D.mzML,K,147.1,826.0176,4073407835,S2,20D
S2_4_20D.mzML,M,150.1,823.34352,24525210.89,S2,20D
S2_4_20D.mzML,F,166.1,852.57888,32352992.23,S2,20D
S2_4_20D.mzML,P,116.1,668.4897,123668995.9,S2,20D
S2_4_20D.mzML,S,106.0513981,881.46036,189410896.6,S2,20D
S2_4_20D.mzML,T,120.1,766.63308,159363841.5,S2,20D
S2_4_20D.mzML,Y,182.1,703.7892,43547608.79,S2,20D
S2_4_20D.mzML,V,118.1,663.40866,1387624361,S2,20D
